Name,Image URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
Intel Core 2 Duo E6700,https://images-na.ssl-images-amazon.com/images/I/31N3Y2E3Q9L.jpg,,Intel,BX805576700,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.66 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Duo E6850,https://m.media-amazon.com/images/I/41maR111DsL.jpg,$89.95 ,Intel,HH80557PJ0804MG,Intel Core 2 Duo,Core,Conroe,LGA775,2,3 GHz,,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Duo E8200,https://m.media-amazon.com/images/I/51D1YDrqunL.jpg,,Intel,BX80570E8200,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i5-670,//cdna.pcpartpicker.com/static/forever/images/product/6f846335e0d9ffac6f183d9cc9c6f2ca.256p.jpg,$119.99 ,Intel,BX80616I5670,Intel Core i5,Westmere,Clarkdale,LGA1156,2,3.46 GHz,,,,0.5 MB,4 MB,73 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i7-940,/static/forever/img/no-image.png,,Intel,AT80601000921AA,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,2.93 GHz,,,,1 MB,8 MB,130 W,None,,No,No,OEM/Tray,45 nm,No,Yes: Hyper-Threading
Intel Core 2 Quad Q9505,https://images-na.ssl-images-amazon.com/images/I/51bVxuWhRZL.jpg,,Intel,BX80580Q9505,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,6 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Extreme QX6700,//cdna.pcpartpicker.com/static/forever/images/product/ee0a5eb38dc2b3707fe18515819580eb.256p.jpg,,Intel,HH80562PH0678M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.66 GHz,,,,8 MB,0 MB,100 W,None,,No,No,OEM/Tray,65 nm,No,No
AMD Phenom II X6 1035T,/static/forever/img/no-image.png,,AMD,HDT35TWFK6DGR,AMD Phenom II X6,K10,Thuban,AM3,6,2.6 GHz,,,,3 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD FX-6100,/static/forever/img/no-image.png,,AMD,FD6100WMW6KGU,AMD FX,Bulldozer,Zambezi,AM3+,6,3.3 GHz,,,,6 MB,6 MB,95 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Pentium G630T,https://images-na.ssl-images-amazon.com/images/I/51-Umx5Ws6L.jpg,$75.00 ,Intel,BX80623G630T,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.3 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Pentium G870,https://images-na.ssl-images-amazon.com/images/I/51JJWxLJwOL.jpg,$77.00 ,Intel,BX80623G870,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,3.1 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Pentium G550,https://m.media-amazon.com/images/I/519bgemhmRL.jpg,,Intel,BX80623G550,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.6 GHz,,,,0.5 MB,2 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E3-1270,https://m.media-amazon.com/images/I/51ZuUZ+g7kL.jpg,,Intel,BX80623E31270,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,3.4 GHz,,,,1 MB,8 MB,80 W,None,,Yes,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1280,https://images-na.ssl-images-amazon.com/images/I/415Pnl8sIPL.jpg,,Intel,BX80623E31280,Intel Xeon E3,Sandy Bridge,Sandy Bridge,LGA1155,4,3.5 GHz,,,,1 MB,8 MB,95 W,None,,Yes,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
AMD Athlon X4 740,https://m.media-amazon.com/images/I/41tMDf39yYL.jpg,,AMD,AD740XOKHJBOX,AMD Athlon X4,Piledriver,Richland,FM2,4,3.2 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Pentium G2010,https://m.media-amazon.com/images/I/51E28-KJ98L.jpg,,Intel,BX80637G2010,Intel Pentium,Ivy Bridge,Ivy Bridge,LGA1155,2,2.8 GHz,,,,0.5 MB,3 MB,55 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Celeron G1830,https://m.media-amazon.com/images/I/514NXi5F3mL.jpg,,Intel,BX80646G1830,Intel Celeron,Haswell,Haswell,LGA1150,2,2.8 GHz,,,,5.75 MB,2 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Xeon E5-2603 V2,//cdna.pcpartpicker.com/static/forever/images/product/2b777979af92e83492d829d47cbb6368.256p.jpg,,Intel,BX80635E52603V2,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,4,1.8 GHz,,,,1 MB,10 MB,80 W,None,,Yes,No,Boxed,22 nm,No,No
AMD Sempron 145,https://m.media-amazon.com/images/I/31pNMJzO2RL.jpg,,AMD,SDX145HBK13GM,AMD Sempron,K10,Sargas,AM3,1,2.8 GHz,,,,1 MB,0 MB,45 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD A10-6700T,/static/forever/img/no-image.png,,AMD,AD670TYHA44HL,AMD A10,Piledriver,Richland,FM2,4,2.5 GHz,3.5 GHz,,,4 MB,0 MB,45 W,Radeon HD 8650D,,No,No,OEM/Tray,32 nm,No,No
AMD A10-6790K,/static/forever/img/no-image.png,,AMD,AD679KWOA44HL,AMD A10,Piledriver,Richland,FM2,4,4 GHz,4.3 GHz,,,4 MB,0 MB,100 W,Radeon HD 8670D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-6300,https://m.media-amazon.com/images/I/41XO6cBa-BL.jpg,,AMD,AD6300OKA23HL,AMD A4,Piledriver,Richland,FM2,2,3.7 GHz,3.9 GHz,,,1 MB,0 MB,65 W,Radeon HD 8370D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-4000,https://images-na.ssl-images-amazon.com/images/I/41TiDCXceaL.jpg,,AMD,AD4000OKA23HL,AMD A4,Piledriver,Richland,FM2,2,3 GHz,,,,1 MB,0 MB,65 W,Radeon HD 7480D,,No,No,OEM/Tray,32 nm,No,No
AMD FX-4150,/static/forever/img/no-image.png,,AMD,FD4150WMW4KGU,AMD FX,Bulldozer,Zambezi,AM3+,4,4 GHz,4.1 GHz,,,4 MB,4 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD FX-6350,/static/forever/img/no-image.png,,AMD,FD6350FRW6KHK,AMD FX,Piledriver,Vishera,AM3+,6,3.9 GHz,,,,6 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon II X4 651,/static/forever/img/no-image.png,,AMD,AD651XWNGXBOX,AMD Athlon II X4,Lynx,Llano,FM1,4,3 GHz,,,,4 MB,0 MB,100 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i3-4360T,/static/forever/img/no-image.png,,Intel,CM8064601481958,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,3.2 GHz,,,,0.5 MB,4 MB,35 W,Intel HD Graphics 4600,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1230 V3,/static/forever/img/no-image.png,,Intel,CM8064601467202,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.3 GHz,3.7 GHz,,,1 MB,8 MB,80 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E5-1620 V3,/static/forever/img/no-image.png,,Intel,CM8064401973600,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,4,3.5 GHz,3.6 GHz,,,1 MB,10 MB,140 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD Athlon X2 350,/static/forever/img/no-image.png,,AMD,AD350XOKA23HL,AMD Athlon X2,Piledriver,Richland,FM2,2,3.5 GHz,3.9 GHz,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon X4 840,/static/forever/img/no-image.png,,AMD,AD840XYBI44JA,AMD Athlon X4,Steamroller,Kaveri,FM2+,4,3.1 GHz,3.8 GHz,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,28 nm,No,No
Intel Xeon E5-2640 V3,//cdna.pcpartpicker.com/static/forever/images/product/52fbf7ca63dceaa1c3c05d2d1181b933.med.256p.jpg,$189.95 ,Intel,CM8064401830901,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,2.6 GHz,3.4 GHz,,,2 MB,20 MB,90 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2685 V3,https://images-na.ssl-images-amazon.com/images/I/511CGtwsIBL.jpg,,Intel,CM8064401684201,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,12,2.6 GHz,3.3 GHz,,,3 MB,30 MB,120 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1270 V3,https://m.media-amazon.com/images/I/41gfZhCKO3L.jpg,,Intel,CM8064601467101,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,80 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD A10-7870K,https://images-na.ssl-images-amazon.com/images/I/41w1pBPymnL.jpg,,AMD,AD787KXDI44JC,AMD A10,Steamroller,Godavari,FM2+,4,3.9 GHz,4.1 GHz,,,4 MB,0 MB,95 W,Radeon R7 (on-die),,No,No,OEM/Tray,28 nm,No,No
Intel Pentium G4400,https://images-na.ssl-images-amazon.com/images/I/51YefgMhKDL.jpg,,Intel,CM8066201927306,Intel Pentium,Skylake,Skylake-S,LGA1151,2,3.3 GHz,,,,0.5 MB,3 MB,54 W,Intel HD Graphics 510,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Xeon E3-1270 V5,https://m.media-amazon.com/images/I/51niI34PUXL.jpg,,Intel,CM8066201921712,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.6 GHz,4 GHz,,,1 MB,8 MB,80 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1240 V5,https://m.media-amazon.com/images/I/51niI34PUXL.jpg,,Intel,CM8066201921715,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,80 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD Opteron 6320,https://m.media-amazon.com/images/I/41Vh298AXPL.jpg,$242.39 ,AMD,OS6320WKT8GHKWOF,AMD Opteron,Piledriver,Abu Dhabi,G34,8,2.8 GHz,3.3 GHz,,,8 MB,16 MB,115 W,None,,No,No,Boxed,32 nm,No,No
Intel Core i7-6800K,/static/forever/img/no-image.png,,Intel,BXC80671I76800K,Intel Core i7,Broadwell,Broadwell-E,LGA2011-3,6,3.4 GHz,3.6 GHz,,,1.5 MB,15 MB,140 W,None,,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i3-7320,/static/forever/img/no-image.png,,Intel,CM8067703014425,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4.1 GHz,,,,0.5 MB,4 MB,51 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i7-7700T,/static/forever/img/no-image.png,,Intel,BXC80677I77700T,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,2.9 GHz,3.8 GHz,,,1 MB,8 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i7-7820X,/static/forever/img/no-image.png,,Intel,BXC80673I77820X,Intel Core i7,Skylake,Skylake-X,LGA2066,8,3.6 GHz,4.5 GHz,,,8 MB,11 MB,140 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i7-7740X,/static/forever/img/no-image.png,,Intel,BXC80677I77740X,Intel Core i7,Kaby Lake,Kaby Lake-X,LGA2066,4,4.3 GHz,4.5 GHz,,,1 MB,8 MB,112 W,None,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-7640X,/static/forever/img/no-image.png,,Intel,BXC80677I57640X,Intel Core i5,Kaby Lake,Kaby Lake-X,LGA2066,4,4 GHz,4.2 GHz,,,1 MB,6 MB,112 W,None,64 GB,No,No,Boxed,14 nm,No,No
Intel Xeon E3-1240 V6,https://m.media-amazon.com/images/I/51uL8wwIiRL.jpg,,Intel,BX80677E31240V6,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.7 GHz,4.1 GHz,,,1 MB,8 MB,72 W,None,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1275 V6,https://m.media-amazon.com/images/I/51szIh1CyDL.jpg,,Intel,BX80677E31275V6,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,8 MB,73 W,Intel HD Graphics P630,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD A6-9550,/static/forever/img/no-image.png,,AMD,AD9550AGM23AB,AMD A6,Excavator,Bristol Ridge,AM4,2,3.8 GHz,4 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,No,OEM/Tray,28 nm,No,No
Intel Core i5-3550S,/static/forever/img/no-image.png,,Intel,CM8063701095203,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,3 GHz,3.7 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 2500,,No,No,OEM/Tray,22 nm,No,No
Intel Core i3-4360,https://m.media-amazon.com/images/I/41GbvAgD2KL.jpg,,Intel,CM8064601482461,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,3.7 GHz,,,,0.5 MB,4 MB,54 W,Intel HD Graphics 4600,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E-2274G,//cdna.pcpartpicker.com/static/forever/images/product/d1df1dafc93f1ad357491c85e86bfde5.256p.jpg,,Intel,BX80684E2274G,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4 GHz,4.9 GHz,,,1 MB,8 MB,83 W,Intel HD Graphics P630,128 GB,Yes,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Celeron G5925,//cdna.pcpartpicker.com/static/forever/images/product/4e74ee4ede2abc74ce883111381c4462.256p.jpg,,Intel,CM8070104292013,Intel Celeron,Comet Lake,Comet Lake,LGA1200,2,3.6 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 610,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Celeron G5905T,/static/forever/img/no-image.png,,Intel,CM8070104292213,Intel Celeron,Comet Lake,Comet Lake,LGA1200,2,3.3 GHz,,,,0.5 MB,4 MB,35 W,Intel UHD Graphics 610,128 GB,No,No,OEM/Tray,14 nm,No,No
AMD Athlon II X4 620,https://m.media-amazon.com/images/I/41558JIsKAL.jpg,,AMD,ADX620WFGIBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.6 GHz,,,,2 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Xeon E5-2640 V2,//cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg,,Intel,BX80635E52640V2,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,8,2 GHz,2.5 GHz,,,2 MB,20 MB,95 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
AMD Opteron 6344,https://m.media-amazon.com/images/I/419G5AaK-XL.jpg,,AMD,OS6344WKTCGHKWOF,AMD Opteron,Piledriver,Abu Dhabi,G34,12,2.6 GHz,3.2 GHz,,,12 MB,16 MB,115 W,None,,No,No,Boxed,32 nm,No,No
Intel Celeron G4920,/static/forever/img/no-image.png,,Intel,CM8068403378011,Intel Celeron,Coffee Lake,Coffee Lake,LGA1151,2,3.2 GHz,,,,0.5 MB,2 MB,65 W,Intel UHD Graphics 610,64 GB,Yes,No,OEM/Tray,14 nm,No,No
AMD Athlon II X2 220,/static/forever/img/no-image.png,,AMD,ADX220OCK22GM,AMD Athlon II X2,K10,Regor,AM3,2,2.8 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Celeron 420,/static/forever/img/no-image.png,,Intel,BX80557420R,Intel Celeron,Core,Conroe,LGA775,1,1.6 GHz,,,,0.5 MB,0 MB,35 W,None,,No,Yes,Boxed,65 nm,Yes,No
AMD Athlon II X3 445,https://images-na.ssl-images-amazon.com/images/I/41m%2B9-xcfKL.jpg,,AMD,ADX445WFGMBOX,AMD Athlon II X3,K10,Rana,AM3,3,3.1 GHz,,,,1.5 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 920,/static/forever/img/no-image.png,,AMD,HDX920XCGIBOX,AMD Phenom II X4,K10,Deneb,AM2+,4,2.8 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X6 1055T,https://m.media-amazon.com/images/I/517fwr6cadL.jpg,,AMD,HDT55TWFGRBOX,AMD Phenom II X6,K10,Thuban,AM3,6,2.8 GHz,,,,3 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X2 250u,https://images-na.ssl-images-amazon.com/images/I/31HuVwlnBQL.jpg,,AMD,AD250USCK23GQ,AMD Athlon II X2,K10,Regor,AM3,2,1.6 GHz,,,,2 MB,0 MB,25 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X3 400e,https://images-na.ssl-images-amazon.com/images/I/416PLWd07rL.jpg,,AMD,AD400EHDGIBOX,AMD Athlon II X3,K10,Rana,AM3,3,2.2 GHz,,,,1.5 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X3 415e,https://m.media-amazon.com/images/I/212qqd8bflL.jpg,,AMD,AD415EHDGMBOX,AMD Athlon II X3,K10,Rana,AM3,3,2.5 GHz,,,,1.5 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 965 Black (140W),/static/forever/img/no-image.png,,AMD,HDZ965FBGIBOX,AMD Phenom II X4,K10,Deneb,AM3,4,3.4 GHz,,,,2 MB,6 MB,140 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Celeron E1200,/static/forever/img/no-image.png,,Intel,HH80557PG025D,Intel Celeron,Core,Conroe,LGA775,2,1.6 GHz,,,,0.5 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Pentium E2180,https://images-na.ssl-images-amazon.com/images/I/416MYM-QgEL.jpg,,Intel,HH80557PG0411M,Intel Pentium,Core,Conroe,LGA775,2,2 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Celeron E3200,https://images-na.ssl-images-amazon.com/images/I/41p4NzbPmzL.jpg,,Intel,BX80571E3200,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2.4 GHz,,,,1 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E4400,//cdna.pcpartpicker.com/static/forever/images/product/cf5b12a7ff32834e615329189af10831.256p.jpg,,Intel,HH80557PG0412M,Intel Core 2 Duo,Core,Conroe,LGA775,2,2 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Duo E4600,/static/forever/img/no-image.png,$98.95 ,Intel,HH80557PG0562M,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.4 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Pentium E6500,https://m.media-amazon.com/images/I/515WTCS+DfL.jpg,$95.71 ,Intel,BX80571E6500,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.93 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E6850,https://m.media-amazon.com/images/I/416NZteapCL.jpg,,Intel,BX80557E6850,Intel Core 2 Duo,Core,Conroe,LGA775,2,3 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Duo E7300,//cdna.pcpartpicker.com/static/forever/images/product/0ce96ac1818c47c739db32a18461ef4f.256p.jpg,,Intel,EU80571PH0673M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8400,https://images-eu.ssl-images-amazon.com/images/I/11ZnFzGEeCL.jpg,,Intel,AT80570PJ0806M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core i5-655K,https://images-na.ssl-images-amazon.com/images/I/51wp4F3rGIL.jpg,,Intel,BX80616I5655K,Intel Core i5,Westmere,Clarkdale,LGA1156,2,3.2 GHz,,,,0.5 MB,4 MB,73 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i5-750S,https://images-na.ssl-images-amazon.com/images/I/51Z4xqm4nJL.jpg,$125.00 ,Intel,BX80605I5750S,Intel Core i5,Nehalem,Lynnfield,LGA1156,4,2.4 GHz,,,,1 MB,8 MB,82 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i7-965 Extreme Edition,/static/forever/img/no-image.png,,Intel,AT80601000918AA,Intel Core i7 Extreme,Nehalem,Bloomfield,LGA1366,4,3.2 GHz,,,,1 MB,8 MB,130 W,None,,No,No,OEM/Tray,45 nm,No,Yes: Hyper-Threading
Intel Core 2 Quad Q8200,https://m.media-amazon.com/images/I/519UGaMEAfL.jpg,,Intel,AT80580PJ0534MN,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.33 GHz,,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8200S,/static/forever/img/no-image.png,,Intel,AT80580AJ0534MN,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q9505,https://m.media-amazon.com/images/I/21x-d-RP5nL.jpg,,Intel,AT80580PJ0736MG,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,6 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q9550,/static/forever/img/no-image.png,,Intel,AT80569PJ073N,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,12 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core i5-8600K,//cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,,Intel,CM8068403358508,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,3.6 GHz,4.3 GHz,,,1.5 MB,9 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i7-7700T,https://images-eu.ssl-images-amazon.com/images/I/51MlS0N4OdL.jpg,$489.95 ,Intel,CM8067702868416,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,2.9 GHz,3.8 GHz,,,1 MB,8 MB,35 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i3-8350K,//cdna.pcpartpicker.com/static/forever/images/product/c96f59d30a42a70cb371b93507d7eea1.256p.jpg,,Intel,BX80684I38350K,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,4 GHz,,,,1 MB,8 MB,91 W,Intel UHD Graphics 630,64 GB,No,No,Boxed,14 nm,No,No
Intel Celeron G4900T,//cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,$59.95 ,Intel,CM8068403379312,Intel Celeron,Coffee Lake,Coffee Lake,LGA1151,2,1.8 GHz,,,,0.5 MB,2 MB,35 W,Intel UHD Graphics 610,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Core i7-6700T,//cdna.pcpartpicker.com/static/forever/images/product/6323d10cd851cd5dcd9b4fe10b77247e.256p.jpg,,Intel,CM8066201920202,Intel Core i7,Skylake,Skylake-S,LGA1151,4,2.8 GHz,3.6 GHz,,,1 MB,8 MB,35 W,Intel HD Graphics 530,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Pentium G3258,https://m.media-amazon.com/images/I/516Ih2L57yL.jpg,$51.36 ,Intel,BX80646G3258,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.2 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,Yes,Yes,Boxed,22 nm,Yes,No
Intel Xeon E5-2697 V3,https://images-na.ssl-images-amazon.com/images/I/51rLr1NagHL.jpg,,Intel,BX80644E52697V3,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,14,2.6 GHz,3.6 GHz,,,3.5 MB,35 MB,145 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
AMD A8-6600K,/static/forever/img/no-image.png,$92.86 ,AMD,AD660KWOHLBOX,AMD A8,Piledriver,Richland,FM2,4,3.9 GHz,,,,2 MB,0 MB,100 W,Radeon HD 8570D,,No,Yes,Boxed,32 nm,Yes,No
AMD Ryzen 3 2200G,/static/forever/img/no-image.png,,AMD,YD2200C4M4MFB,AMD Ryzen 3,Zen,Raven Ridge,AM4,4,3.5 GHz,3.7 GHz,,,2 MB,4 MB,65 W,Radeon Vega 8,,No,No,OEM/Tray,14 nm,No,No
AMD Phenom II X4 965 Black,https://m.media-amazon.com/images/I/41VGv9slM8L.jpg,,AMD,HDZ965FBGMBOX,AMD Phenom II X4,K10,Deneb,AM3,4,3.4 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Celeron E3400,https://images-na.ssl-images-amazon.com/images/I/41KETw2ka4L.jpg,$18.98 ,Intel,BX80571E3400,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2.6 GHz,,,,1 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9650,/static/forever/img/no-image.png,,Intel,BX80569Q9650,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,3 GHz,,,,12 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
