title,price,rating,image,screen_size,screen_resolution,max_screen_resolution,processor,num_processors,ram,memory_type,graphics_coprocessor,chipset_brand,hard_drive,flash_memory_size,hard_drive_interface,wireless_type,num_usb_3_ports,operating_system,item_weight,product_dimensions,brand,series,model_number
"HP New 14"" HD Ultral Light Thin Laptop, Quad-Core Intel Celeron Processor, 16GB RAM, 320GB (64GB eMMC+ 256GB Card), Wi-Fi, Upto 11 Hours, Windows 11 S + 1 Year Office 365+HubxcelAccessory, White",288.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41nspTOuo-L.jpg; https://m.media-amazon.com/images/I/41Nzu0T-f5L.jpg; https://m.media-amazon.com/images/I/51fDw5SNoNL.jpg; https://m.media-amazon.com/images/I/41Eioqhbn8L.jpg; https://m.media-amazon.com/images/I/410BMaxywdL.jpg; https://m.media-amazon.com/images/I/41W4wUfiw0L.jpg; https://m.media-amazon.com/images/I/413GkNFmwvL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.1 GHz celeron_n,4,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,64 GB Emmc,,Solid State,"Bluetooth, 802.11bgn",3,Windows 11 Home,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,Newest HP 14 Inch Laptop,Newest HP 14 Inch Laptop
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 416GB Storage (128GB eMMC + 288GB Docking Station Set), Intel UHD Graphics, 720p Camera, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",262.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/315RwQIaGmL.jpg; https://m.media-amazon.com/images/I/51K-qm0VnsL.jpg; https://m.media-amazon.com/images/I/51Vgpd0UQ8L.jpg; https://m.media-amazon.com/images/I/51dGWGh7tXL.jpg; https://m.media-amazon.com/images/I/41N4BUH8hCL.jpg; https://m.media-amazon.com/images/I/51u3Cz5wzOL.jpg; https://m.media-amazon.com/images/I/51EJa8eumgL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.1 GHz celeron,4,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB Emmc,256 GB,Solid State,802.11ac,,Windows 11 S,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,HP Stream,HP Stream N4120
"HP 15.6 inch Laptop, Intel i5 Processor Up to 4.4 GHz, 64GB RAM, 2TB SSD, HD Touch Screen, Intel Iris Xe Graphics, Windows 11 Home, Webcam, Wi-Fi, Bluetooth, Natural Silver, Alpacatec Accessory",849.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51Kiz4SgEEL.jpg; https://m.media-amazon.com/images/I/51X55Dp3suL.jpg; https://m.media-amazon.com/images/I/5146oxei4sL.jpg; https://m.media-amazon.com/images/I/41zmEPEi7DL.jpg; https://m.media-amazon.com/images/I/41zE7kFpf1L.jpg; https://m.media-amazon.com/images/I/41UlZovLGzL.jpg; https://m.media-amazon.com/images/I/51xIb6kUZoL.jpg,15.6 Inches,1366 x 768 pixels,1366x768,4.4 GHz core_i5_1235u,10,64 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,2 TB SSD,2 TB,,802.11ax,3,Windows 11 Home,5.08 pounds,14.17 x 9.29 x 0.73 inches,HP,HP Laptop 15.6,i5-1235U
"HP Chromebook Thin Laptop Student Business 2024, 14"" HD Display, Quad-Core Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, HD Webcam, WiFi, Long Battery, Chrome OS +HubxcelAccessory Gray",184.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41Z+XGq1CjL.jpg; https://m.media-amazon.com/images/I/41IZIG0Tc-L.jpg; https://m.media-amazon.com/images/I/41uT9oq+9aL.jpg; https://m.media-amazon.com/images/I/41nFp1WXeLL.jpg; https://m.media-amazon.com/images/I/313v-SL6zgL.jpg; https://m.media-amazon.com/images/I/41ldMEJdM5L.jpg; https://m.media-amazon.com/images/I/51zFX1HoyPL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.1 GHz celeron_n,4,4 GB LPDDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,64 GB Emmc,64 GB,Solid State,802.11ac,3,Chrome OS,3.35 pounds,12.85 x 8.94 x 0.72 inches,HP,"2024 Newest HP 14"" Chromebook","2024 Newest HP 14"" Chromebook"
"HP Stream 14"" HD Lightweight Laptop, Intel Celeron N4120, 16GB RAM, 224GB Storage(64GB eMMC + 160GB Docking Station), Intel UHD Graphics, HD Webcam, 1 Year Office 365, WiFi, Bluetooth, Win 11s, Pink",349.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41T6ThpvBoL.jpg; https://m.media-amazon.com/images/I/514OVv9rUcL.jpg; https://m.media-amazon.com/images/I/51h4L9r0N2L.jpg; https://m.media-amazon.com/images/I/51wW2GYD09L.jpg; https://m.media-amazon.com/images/I/51c5cHHfm-L.jpg; https://m.media-amazon.com/images/I/51TUWTsSz5L.jpg; https://m.media-amazon.com/images/I/513VHLAoXOL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.1 GHz celeron_n,4,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,64 GB Emmc,16 GB,Solid State,802.11a/g/n/ac,,Windows 11 S,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,HP Stream,HP Stream
"hp 15.6"" Anti-Glare HD Laptop, Intel Quad-core Processor, 16GB RAM, 128GB SSD+ 128GB JVQ USB Storage, Office 365 1-Year, Up to 11 hrs Long Battery, Win11 S, Scarlet Red",399.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41ZRcaUmvSL.jpg; https://m.media-amazon.com/images/I/41EC9DHIHZL.jpg; https://m.media-amazon.com/images/I/41kqUqzUWeL.jpg; https://m.media-amazon.com/images/I/41aqMvuwj8L.jpg; https://m.media-amazon.com/images/I/51OTsweXZHL.jpg; https://m.media-amazon.com/images/I/617YPNIFZZL.jpg; https://m.media-amazon.com/images/I/51YmUl1h64L.jpg,15.6 Inches,1280x720,1280 x 720 Pixels,3.2 GHz pentium,4,16 DDR4,DDR SDRAM,Intel UHD Graphics,Intel,128 GB SSD,,Unknown,Bluetooth,2,Windows 11,3.74 pounds,14.11 x 9.52 x 0.78 inches,hp,DFSFGSGD15,Laptop
"HP Stream 14” HD Laptop, Intel Celeron N4120, 16GB RAM, 128GB eMMC, Microsoft 365 with 1TB Cloud Storage,Windows 11 S, USB-C 3.0, HDMI, WIFI5, with 5ave Accessories,Silver",293.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41wuF8OorrL.jpg; https://m.media-amazon.com/images/I/51CK-buGYiL.jpg; https://m.media-amazon.com/images/I/41sGnYdaW4L.jpg; https://m.media-amazon.com/images/I/51he-EsDmtL.jpg; https://m.media-amazon.com/images/I/41e1FNLMhhL.jpg; https://m.media-amazon.com/images/I/41wj0z6D71L.jpg; https://m.media-amazon.com/images/I/31CinHhcZzL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.6 GHz celeron_n4000,4,,DDR4 SDRAM,Intel UHD Graphics,,128 GB SSD,,PCIE x 8,802.11ac,,Windows 11 S,6 pounds,12.76 x 8.86 x 0.71 inches,HP,"HP 14"" laptop","HP 14"" laptop"
"HP ProBook 450 G10 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 512 GB SSD - Pike Silver Plastic",789.,3.9 out of 5 stars,https://m.media-amazon.com/images/I/41Hb2UySf3L.jpg; https://m.media-amazon.com/images/I/41ESTr2-rSL.jpg; https://m.media-amazon.com/images/I/41+aEltWAWL.jpg; https://m.media-amazon.com/images/I/21o6gRgdMrL.jpg; https://m.media-amazon.com/images/I/31Mp2+wOKOL.jpg; https://m.media-amazon.com/images/I/31bjyDsVExL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,1.7 GHz core_i7,1,,DDR4 SDRAM,Intel UHD Graphics,Intel,512 GB SSD,,,802.11ax,,Windows 11 Pro,4 pounds,9.2 x 14.1 x 0.78 inches,HP,ProBook 450 G10,822P5UT#ABA
"HP 15.6"" FHD Notebook Intel Core i5-1235U 8GB RAM 512GB SSD Natural Silver",373.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41+nURaOLeL.jpg; https://m.media-amazon.com/images/I/41nIAo+YdML.jpg; https://m.media-amazon.com/images/I/41QkfSrKt+L.jpg; https://m.media-amazon.com/images/I/31u0avT4qHL.jpg; https://m.media-amazon.com/images/I/21vm7Zw327L.jpg; https://m.media-amazon.com/images/I/21GoulbAetL.jpg; https://m.media-amazon.com/images/I/21VM4UqQyBL.jpg,15.6 Inches,1920 X 1080,1920 x 1080 Pixels,1.3 GHz core_i5,10,8 GB DDR4,DDR4 SDRAM,,Intel,512 GB SSD,,,802.11bgn,2,Windows 11 Home,5.14 pounds,14.82 x 9.6 x 0.7 inches,HP,"HP 15.6"" FHD Notebook Intel Core i5-1235U 8GB RAM 512GB SSD Natural Silver",15-fd0999nr
"HP 2025 Premium Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1355U, 32GB RAM, 1TB PCIe SSD, Webcam, FP Reader, Backlit Keyboard, Wi-Fi 6, Windows 11 Home",759.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41cO8j4bdUL.jpg; https://m.media-amazon.com/images/I/21R5Q5ke3JL.jpg; https://m.media-amazon.com/images/I/41hpqR3I4cL.jpg; https://m.media-amazon.com/images/I/41RQhaW3TOL.jpg; https://m.media-amazon.com/images/I/212emysCcEL.jpg; https://m.media-amazon.com/images/I/11GbSf2tgqL.jpg,17.3 Inches,1600 x 900 pixels,1600 x 900 Pixels,5 GHz apple_ci7,10,32 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,1 TB SSD,1 TB,PCIE x 4,802.11ax,3,Windows 11 Home,4.6 pounds,15.78 x 10.15 x 0.81 inches,HP,TPN-I139,TPN-I139
"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 8GB RAM, 128GB Storage(64GB eMMC+64GB Ghost Manta SD Card), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11 S",209.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41BOn+j-2HL.jpg; https://m.media-amazon.com/images/I/31p1rrsEaxS.jpg; https://m.media-amazon.com/images/I/41KJiKO7qpL.jpg; https://m.media-amazon.com/images/I/4194EVy0MCL.jpg; https://m.media-amazon.com/images/I/21+bCNXyJ+L.jpg; https://m.media-amazon.com/images/I/110sCj4k7ZL.jpg; https://m.media-amazon.com/images/I/119wKP1bpFL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.1 GHz celeron_n,4,8 GB DDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,64 GB Emmc,8 GB,Solid State,"Bluetooth, 802.11a/g/n/ac",3,Windows 11 Home,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,HP,HP
"HP 15.6"" inch Touch-Screen Laptop, AMD Ryzen 5 7520U, 8GB DDR5 Memory, 512GB SDD, Windows 11 Home in S Mode, AMD Radeon Graphics, Natural Silver, 15-fc0025dx",299.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41L0N5ARtML.jpg; https://m.media-amazon.com/images/I/41MCFXiao9L.jpg; https://m.media-amazon.com/images/I/41W68D1573L.jpg; https://m.media-amazon.com/images/I/31eEsNz65lL.jpg; https://m.media-amazon.com/images/I/41OLfYfn8zL.jpg; https://m.media-amazon.com/images/I/31-llBYCkVL.jpg; https://m.media-amazon.com/images/I/51bwJ2LIVhL.jpg,15.6,1366 x 768 pixels,1920x1080,2.8 GHz amd_ryzen_5_5500u,1,8 GB 8GB DDR5,DDR5 RAM,,AMD,512 GB SSD,512 GB,Serial ATA,Bluetooth,3,Windows 11 Home,3.52 pounds,9.29 x 14.17 x 0.73 inches,HP,15-fc0025dx,15-fc0025dx
"HP Victus 15.6"" 144Hz FHD Gaming Laptop,AMD Ryzen 5 7535HS,16GB DDR5 RAM,512GB SSD,AMD Radeon RX 6550M,Beats RTX 2050,Backlit Keyboard,Windows11 Pro, Mica Silver",560.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/51WsaK-BlbL.jpg; https://m.media-amazon.com/images/I/41tJ9+1ifSL.jpg; https://m.media-amazon.com/images/I/51SDqv8Xo8L.jpg; https://m.media-amazon.com/images/I/41Vl1e1ZmmL.jpg; https://m.media-amazon.com/images/I/41Vm-JaWDyL.jpg; https://m.media-amazon.com/images/I/31LomkSONpL.jpg; https://m.media-amazon.com/images/I/41J1YAf9caL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,4.4 GHz amd_r_series,8,DDR6,DDR5 RAM,AMD Radeon RX 6550M,Intel,512 GB SSD,,eSATA,"Bluetooth, 802.11a/b/g/n/ac",1,Windows 11 Home,5.05 pounds,14.09 x 0.93 x 10.04 inches,HP,Victus by HP 15.6 inch Gaming Laptop PC 15-fa1029n,9Z0K6UA#ABA
"HP ProBook 445 G9 Business Laptop (14"" FHD Touchscreen, AMD Ryzen 7 5825U, 32GB RAM, 1TB SSD, 8-Core (Beats i7-1165G7)) Fingerprint, Webcam, Ethernet, Wolf Pro Security, Win 11 Pro, Silver",329.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/415+dk0gSOL.jpg; https://m.media-amazon.com/images/I/41jk2IEzFJL.jpg; https://m.media-amazon.com/images/I/31ofjR2bO3L.jpg; https://m.media-amazon.com/images/I/31WvHMH25qL.jpg; https://m.media-amazon.com/images/I/21QE4iKZRTL.jpg; https://m.media-amazon.com/images/I/21fvhKu7X7L.jpg,14 Inches,1920x1080,1920 x 1080 Pixels,2 GHz ryzen_7,8,32 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,1 TB SSD,,Solid State,"Bluetooth, 802.11ax",,Windows 11 Pro,3.03 pounds,12.67 x 8.42 x 0.78 inches,HP,ProBook 445 G9,ProBook 445 G9
"HP 15 Laptop, AMD Ryzen 3-5300U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Windows 11 Home, Long-Lasting Battery, Fast Charge, 720p Webcam (15-ef2024nr), Natural silver",399.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41AFFp7rRGL.jpg; https://m.media-amazon.com/images/I/41mOcu0i5wL.jpg; https://m.media-amazon.com/images/I/415NW0y8-nL.jpg; https://m.media-amazon.com/images/I/31WJ-zqhwZL.jpg; https://m.media-amazon.com/images/I/4124c2nJiFL.jpg; https://m.media-amazon.com/images/I/41-j3mcFA8L.jpg,15 Inches,1366 x 768,1366 x 768 Pixels,3.8 GHz ryzen_3,4,8 GB 8GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD Radeon Graphics,256 GB SSD,,Gigabit Ethernet,"Bluetooth, 802.11a",3,Windows 11 Home,3.75 pounds,14.11 x 0.71 x 8.05 inches,HP,HP Laptop 15-ef2024nr,Ryzen 3 5300U
"HP 255 G10 Business Laptop, 15.6"" FHD Display, AMD Ryzen 5 7530U, 32GB RAM, 1TB PCIe SSD, Numeric Keypad, Webcam, HDMI, Wi-Fi 6, Windows 11 Pro, Grey",549.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41YIGmf0N1L.jpg; https://m.media-amazon.com/images/I/51y0maF1FUL.jpg; https://m.media-amazon.com/images/I/51nmJ4ImXmL.jpg; https://m.media-amazon.com/images/I/51Nk2ECfEML.jpg; https://m.media-amazon.com/images/I/419H2AGXiOL.jpg; https://m.media-amazon.com/images/I/41hyogRV0UL.jpg; https://m.media-amazon.com/images/I/41uckEH9NiL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.5 GHz ryzen_5,6,32 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,1 TB 1TB PCIe M.2 SSD,,PCIE x 4,802.11ax,3,Windows 11 Pro,3.52 pounds,14.17 x 9.29 x 0.73 inches,HP,TPN-Q287,TPN-Q287
"HP Envy i7 4060 Business Laptop, 16"" WQXGA Touchscreen 120Hz, Intel Core i7-13700H, GeForce RTX 4060, 32GB DDR5 RAM, 1TB PCIe M.2 SSD, Wi-Fi 6, Windows 11 Pro, Silver","1,159.",3.5 out of 5 stars,https://m.media-amazon.com/images/I/41QEucHXl-L.jpg; https://m.media-amazon.com/images/I/41uz4FS931L.jpg; https://m.media-amazon.com/images/I/412l9ySP1DL.jpg; https://m.media-amazon.com/images/I/51J0Sf43CCL.jpg; https://m.media-amazon.com/images/I/41imY-ovunL.jpg; https://m.media-amazon.com/images/I/41M5SIzrASL.jpg; https://m.media-amazon.com/images/I/41fTm+X442L.jpg,16 Inches,2560 x 1600 pixels,2560 x 1600 Pixels,5 GHz core_i7_family,14,32 GB DDR5,DDR5 RAM,NVIDIA GeForce RTX 4060,NVIDIA,1 TB SSD,,PCIE x 4,802.11ax,4,Windows 11 Pro,5.91 pounds,14.07 x 9.94 x 0.78 inches,HP,TPN-C159,TPN-C159
"HP 15.6"" Touchscreen Laptop 15 INCH HD Student Laptops, 12th Gen Intel 10 Cores Processor (Beat i7-1195G7), 16GB RAM 1TB PCIe SSD, Iris Xe Graphics, Wi-Fi 6E Win11, Silver +BWE Accessories",489.,4.6 out of 5 stars,https://m.media-amazon.com/images/I/41F0A2t5L7L.jpg; https://m.media-amazon.com/images/I/41Ai+Gbm7uL.jpg; https://m.media-amazon.com/images/I/416Jp7xGWXL.jpg; https://m.media-amazon.com/images/I/41WkSWa3C+L.jpg; https://m.media-amazon.com/images/I/31L5FtPJAYL.jpg; https://m.media-amazon.com/images/I/41YLiS2Uy6L.jpg; https://m.media-amazon.com/images/I/41q873roW7L.jpg,15.6 Inches,1366 x 768 pixels,1366x768,4.4 GHz apple_ci5,10,DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,1 TB SSD,,PCIE x 4,802.11ax,,Windows 11,5 pounds,14.17 x 9.29 x 0.72 inches,HP,HP,hp 15.6
"HP 14 Ultra Light Laptop for Students, Quad-Core Intel N4120, 8GB RAM, 192GB Storage(64GB eMMC+128GB SD Card), with 1 Year Office 365 Included, WiFi, Webcam, HDMI, USB-C, Win 11",229.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/419RZJN8OaL.jpg; https://m.media-amazon.com/images/I/419mmIKl5XL.jpg; https://m.media-amazon.com/images/I/41R4tutHsfL.jpg; https://m.media-amazon.com/images/I/21vRxYN+S0L.jpg; https://m.media-amazon.com/images/I/21ylVPjV7oL.jpg; https://m.media-amazon.com/images/I/11NIPJa8JnL.jpg; https://m.media-amazon.com/images/I/416OnLzeBuL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.6 GHz Intel_Mobile_CPU,4,DDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,64 GB SSD,,Solid State,802.11ac,,Windows 11 Home,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,HP,HP
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0010nr, Indigo Blue)",199.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/31zNMKiZYwL.jpg; https://m.media-amazon.com/images/I/51PbmyE1AQS.jpg; https://m.media-amazon.com/images/I/21ZOW84VCUL.jpg; https://m.media-amazon.com/images/I/21ZOW84VCUL.jpg; https://m.media-amazon.com/images/I/31zNMKiZYwL.jpg; https://m.media-amazon.com/images/I/41-N9vC8ANL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.8 GHz celeron_n4020,2,4 GB 4 GB DDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,SSD,,Solid State,"802.11a/b/g/n/ac, Bluetooth",,Windows 10 Home,3.24 pounds,8.86 x 12.76 x 0.71 inches,HP,14-dq0010nr,14-dq0010nr
"HP 17.3"" 1920 x 1080 (Full HD) Laptop, AMD Ryzen 5 7430U(6 core), AMD Radeon Graphics, 8GB DDR4 RAM, 512GB SSD, HDMI, Wi-Fi 6, Bluetooth, Windows 11 S, Natural Silver, EAT 64GB USB Flash Drive",439.,3.9 out of 5 stars,https://m.media-amazon.com/images/I/41xXHtd1SjL.jpg; https://m.media-amazon.com/images/I/41iqFZYq3CL.jpg; https://m.media-amazon.com/images/I/41vPE1hUBRL.jpg; https://m.media-amazon.com/images/I/31GjVKBm0xL.jpg; https://m.media-amazon.com/images/I/41rhNp+cIzL.jpg; https://m.media-amazon.com/images/I/41XJqSNNmFL.jpg; https://m.media-amazon.com/images/I/4118twFl4UL.jpg,17.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.3 GHz amd_r_series,6,8 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,512 GB SSD,,Solid State,802.11bgn,,Windows 11 Home OS,5.99 pounds,15.78 x 10.15 x 0.78 inches,HP,HP Laptop 17,AMD
"HP 15.6"" HD Touch-Screen Laptop, Intel i5-1235U, 10 Cores, 8GB Memory, 512 PCIe GB SSD, Windows 11 Home in S Mode, Bluetooth, Wi-Fi, Natural Silver with TWE Accessories",388.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41AXUCaTU6L.jpg; https://m.media-amazon.com/images/I/41v8zgJbCXL.jpg; https://m.media-amazon.com/images/I/41DsAI5MMwL.jpg; https://m.media-amazon.com/images/I/41FXUjJRJmL.jpg; https://m.media-amazon.com/images/I/41qo1dFJ9iL.jpg; https://m.media-amazon.com/images/I/31I8LQT+xWL.jpg; https://m.media-amazon.com/images/I/41PSXUfaMoL.jpg,15.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,3.1 GHz core_i5_family,10,8 GB,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,,Solid State,802.11ax,,Windows 11 S,5.3 pounds,14.17 x 9.29 x 0.73 inches,HP,hp laotop,Intel
"HP 14 Laptop (14"" Micro-Edge, Intel N4120, 16GB RAM, 192GB(64GB eMMC+128GB SD), 1-Yr Microsoft 365, 11-Hrs Long Battery Life, Narrow-Bezel, Webcam, WiFi, Win 11 Home in S Mode, Student & Home, White",259.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41n9RrMSOKL.jpg; https://m.media-amazon.com/images/I/31erdxeW-IL.jpg; https://m.media-amazon.com/images/I/41KJiKO7qpL.jpg; https://m.media-amazon.com/images/I/4194EVy0MCL.jpg; https://m.media-amazon.com/images/I/41qXLS80UaL.jpg; https://m.media-amazon.com/images/I/41gm2QVWwnL.jpg; https://m.media-amazon.com/images/I/414RtpZsBjL.jpg,14 Inches,1366 x 768 pixels,1366x768 Pixels,1.10 celeron,4,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,192 GB SSD,,,"Bluetooth, 802.11ac",3,Windows 11 Home,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,HP 14 Laptop,HP 14 laptop
"HP 15.6 inch FHD Laptop, Intel Core i3-N305, 8GB RAM, 256GB SSD, Intel UHD Graphics, Fingerprint, USB Type-C, HDMI, Wi-Fi 6, Bluetooth 5.3, Windows 11 Home, Natural Silver, EAT 64GB USB Flash Drive",328.,4.5 out of 5 stars,https://m.media-amazon.com/images/I/41W4DTswY4L.jpg; https://m.media-amazon.com/images/I/41bPQaIKXrL.jpg; https://m.media-amazon.com/images/I/41a87-dyu9L.jpg; https://m.media-amazon.com/images/I/41Bf1gUFvJL.jpg; https://m.media-amazon.com/images/I/31R+0UTDdNL.jpg; https://m.media-amazon.com/images/I/11CKdxKaeSL.jpg; https://m.media-amazon.com/images/I/11Mpf23qWLL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3.8 GHz apple_ci3,8,8 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,256 GB SSD,,Solid State,802.11ax,,Windows 11 Home,6 pounds,14.17 x 9.29 x 0.73 inches,HP,HP 15.6,Intel
"HP Stream 14"" Micro-Edge HD Touchscreen Laptop, Intel Celeron N4020, 16GB RAM, 224GB Storage (64GB eMMC & 160GB Docking Station Set), 1 Year Office 365, Webcam, Wi-Fi 5, Bluetooth, Windows 11, Blue",399.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41aC4FiBFcL.jpg; https://m.media-amazon.com/images/I/51UXVi+sM5L.jpg; https://m.media-amazon.com/images/I/519I2Bp2BcL.jpg; https://m.media-amazon.com/images/I/51wzVUUc3jL.jpg; https://m.media-amazon.com/images/I/51w0zjq-isL.jpg; https://m.media-amazon.com/images/I/51QeC2wrZJL.jpg; https://m.media-amazon.com/images/I/51sMS7NRRIL.jpg,14 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n,2,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,,64 GB Emmc,16 GB,Solid State,802.11a/g/n/ac,,Windows 11 S,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,HP,HP
"HP 2024 Premium 14"" Micro-Edge Portable Laptop Student Business, Intel Quad-Core N4120, 4GB RAM, 128GB (64GB eMMC+ 64GB Card), Webcam, WiFi, Windows 11S + 1 Year Office 365, MarxsolAccessory White",249.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41cn+Dwrd2L.jpg; https://m.media-amazon.com/images/I/41aCGEypE5L.jpg; https://m.media-amazon.com/images/I/618zi7bxNUL.jpg; https://m.media-amazon.com/images/I/61kkQB+5k0L.jpg; https://m.media-amazon.com/images/I/51fhRJk-j3L.jpg; https://m.media-amazon.com/images/I/51VZHAa7y6L.jpg; https://m.media-amazon.com/images/I/61QosRL2CqL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.1 GHz celeron_n,4,4 GB DDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,64 GB Emmc,,Solid State,"Bluetooth, 802.11bgn",3,Windows 11 Home,3.24 pounds,12.76 x 8.86 x 0.71 inches,HP,Newest HP 14 Inch Laptop,Newest HP 14 Inch Laptop
"HP 15 Laptop (15.6"" HD Touchscreen, Intel Core i3-1215U (> i5-1235U), 32GB RAM, 1TB SSD) Home & Business, 10.75-Hr Battery Life, Numpad, Webcam, Wi-Fi, IST Hub, Win 11 Home in S Mode",497.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41-o-SVqH6L.jpg; https://m.media-amazon.com/images/I/41jk2IEzFJL.jpg; https://m.media-amazon.com/images/I/412WkISL3PL.jpg; https://m.media-amazon.com/images/I/519MZxX9cML.jpg; https://m.media-amazon.com/images/I/41BymKCZYFL.jpg; https://m.media-amazon.com/images/I/4110EUJAz4L.jpg,15.6 Inches,1366 x 768,1366 x 768 Pixels,1.2 GHz core_i3_family,6,32 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,1 TB SSD,,Solid State,"Bluetooth, 802.11ac",3,Windows 11 Home,3.75 pounds,14.11 x 9.53 x 0.71 inches,HP,HP 15,HP 15
